 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasss
170815H,AECOM INFRASTRUCTURE &,6265731,1,"9,658.17",PROF FEES-MISCELLANEOUS,20/08/2015,"9,658.17",Technical and Service Support,Consultancy
130815M,AECOM INFRASTRUCTURE &,6280185,1,"2,208.54",PROF FEES-MISCELLANEOUS,20/08/2015,"2,208.54",Technical and Service Support,Consultancy
170815H,BRE GLOBAL LTD,65000897,1,"28,000.00",CONSULTANTS,20/08/2015,"28,000.00",Fire Safety Regulation,Consultancy
140815M,GAS & AIR SERVICES (UK)=======,6709,1,674.84,REPAIR & MAINTENANCE,20/08/2015,"1,299.20",Technical And Service Support,Building Constr Materials
140815M,GAS & AIR SERVICES (UK)=======,6709,2,604.36,REPAIR & MAINTENANCE,20/08/2015,,Technical And Service Support,Building Constr Materials
140815M,GAS & AIR SERVICES (UK)=======,6709,3,20,REPAIR & MAINTENANCE,20/08/2015,,Technical And Service Support,Building Constr Materials
140815M,GAS & AIR SERVICES (UK)=======,6711,1,"1,321.42",REPAIR & MAINTENANCE,20/08/2015,"1,321.42",Technical And Service Support,Building Constr Materials
170815H,MOORE STEPHENS CONSULTING LTD=,673390,1,"19,000.00",MAINTENANCE & SUPPORT,20/08/2015,"24,785.74",Community Safety Delivery,ICT
170815H,MOORE STEPHENS CONSULTING LTD=,673390,2,"3,500.00",MAINTENANCE & SUPPORT,20/08/2015,,Operations Non Fire Stations,ICT
170815H,MOORE STEPHENS CONSULTING LTD=,673390,3,"1,000.00",MAINTENANCE & SUPPORT,20/08/2015,,Operations Non Fire Stations,ICT
170815H,MOORE STEPHENS CONSULTING LTD=,673390,4,"1,285.74",MAINTENANCE & SUPPORT,20/08/2015,,HR Management,ICT
170815H,MOORE STEPHENS CONSULTING LTD=,673931,1,"39,175.40",MAINTENANCE & SUPPORT,20/08/2015,"39,175.40",Information and Communication Technology,ICT
141141,THAMES WATER UTILITIES LTD====,6976687560G,1,416.84,WATER & SEWERAGE RATES,20/08/2015,416.84,Technical And Service Support,Utilities
050815M,SWEETT  UK LTD,7059762,1,315.96,PROF FEES-MISCELLANEOUS,20/08/2015,315.96,Technical and Service Support,"Works - Construction, R&M"
070815M,SWEETT  UK LTD,7059763,1,760.62,STRATEGIC (NON CYCLICAL),20/08/2015,760.62,Technical and Service Support,"Works - Construction, R&M"
070815M,SWEETT  UK LTD,7059769,1,"2,158.97",STRATEGIC (NON CYCLICAL),20/08/2015,"2,158.97",Technical and Service Support,"Works - Construction, R&M"
141141,THAMES WATER UTILITIES LTD====,7679825012G,1,702.39,WATER & SEWERAGE RATES,20/08/2015,702.39,Technical And Service Support,Utilities
141141,THAMES WATER UTILITIES LTD====,7732808460G,1,261.94,WATER & SEWERAGE RATES,20/08/2015,261.94,Technical And Service Support,Utilities
141141,THAMES WATER UTILITIES LTD====,8903905446G,1,319.51,WATER & SEWERAGE RATES,20/08/2015,319.51,Technical And Service Support,Utilities
140815H,LINCOLNSHIRE COUNTY COUNCIL===,90823829,1,"22,762.91",FIRE AUTHORITIES,20/08/2015,"22,762.91",National Operational Guidance Project,Statutory Bodies
170815H,NORTHUMBRIAN WATER LTD========,913526401,1,934,CURRENT HYDRANT COSTS,20/08/2015,934,Operational Resilience,Utilities
170815H,NORTHUMBRIAN WATER LTD========,913526460,1,934,CURRENT HYDRANT COSTS,20/08/2015,934,Operational Resilience,Utilities
170815H,NORTHUMBRIAN WATER LTD========,913526517,1,934,CURRENT HYDRANT COSTS,20/08/2015,934,Operational Resilience,Utilities
170815H,NORTHUMBRIAN WATER LTD========,913526525,1,973,CURRENT HYDRANT COSTS,20/08/2015,973,Operational Resilience,Utilities
141143,P OLDHAM======================,92576,1,"1,000.00",PROFESSIONAL FEES GENERAL,20/08/2015,"1,000.00",Legal & Democratic Services,Legal Services
140815M,BRISTOL UNIFORMS LTD==========,BC-07-15-S1428,1,552.77,CLOTHING,20/08/2015,552.77,Operations Non Fire Stations,Clothing
140815M,GL HEARN,C10000970,1,"13,000.00",DISPOSAL COSTS-ESTATES AGENTS,20/08/2015,"13,000.00",Technical and Service Support,Consultancy
140815H,THAMES WATER UTILITIES LTD====,CBA1502554,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
140815H,THAMES WATER UTILITIES LTD====,CBA1506561,1,307,CURRENT HYDRANT COSTS,20/08/2015,307,Operational Resilience,Utilities
140815H,THAMES WATER UTILITIES LTD====,CBA1506632,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1506708,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1506709,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
140815H,THAMES WATER UTILITIES LTD====,CBA1506725,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507125,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507253,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507254,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507255,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507256,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507258,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507277,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
170815H,THAMES WATER UTILITIES LTD====,CBA1507280,1,"1,185.00",CURRENT HYDRANT COSTS,20/08/2015,"1,185.00",Operational Resilience,Utilities
140815M,CFOA (SERVICES) LTD===========,CSL 14978,1,330,PROFESSIONAL DEVELOPMENT,20/08/2015,330,National Operational Guidance Project,Human Resources
170815H,CFOA (SERVICES) LTD===========,CSL14971,1,660,PROFESSIONAL DEVELOPMENT,20/08/2015,660,Operational Assurance,Human Resources
140815M,CFOA (SERVICES) LTD===========,CSL14978,1,350,PROFESSIONAL DEVELOPMENT,20/08/2015,350,National Operational Guidance Project,Human Resources
120815M,ESSEX FIRE AUTHORITY==========,FSIN 7835,1,"25,075.00",FIRE AUTHS-MUTUAL ASSISTANCE,20/08/2015,"42,185.00",Operations Non Fire Stations,Human Resources
120815M,ESSEX FIRE AUTHORITY==========,FSIN 7835,2,"17,110.00",FIRE AUTHS-MUTUAL ASSISTANCE,20/08/2015,,Operations Non Fire Stations,Human Resources
070815M,ERNST AND YOUNG,GB10100089679,1,"16,871.00",EXTERNAL AUDIT,20/08/2015,"16,871.00",Central Finance,Financial Services
130815M,BABCOCK CIVIL INFRASTRUCTURE,II5001256,1,"6,611.57",STRATEGIC (CYCLICAL),20/08/2015,"6,611.57",Technical And Service Support,"Works - Construction, R&M"
130815M,BABCOCK CIVIL INFRASTRUCTURE,II5001257,1,"31,161.87",STRATEGIC (CYCLICAL),20/08/2015,"31,161.87",Technical And Service Support,"Works - Construction, R&M"
070815M,MOTT MACDONALD============,IN00321943,1,"19,251.00",GENERAL,20/08/2015,"19,251.00",London Coordination Centre,Consultancy
140815M,AIRBUS DEFENCE AND SPACE,IN030013,1,"125,160.00",PURCHASES-SOFTWARE,20/08/2015,"138,660.00",Information and Communication Technology,ICT
140815M,AIRBUS DEFENCE AND SPACE,IN030013,2,"13,500.00",PURCHASES-SOFTWARE,20/08/2015,,Information and Communication Technology,ICT
140815M,AIRBUS DEFENCE AND SPACE,IN030014,1,"58,287.00",PURCHASES-SOFTWARE,20/08/2015,"58,287.00",Information and Communication Technology,ICT
140815M,UNIVERSITY OF SALFORD,INV009648,1,440,PROFESSIONAL DEVELOPMENT,20/08/2015,440,Operational Resilience,Building Constr Materials
100815M,SKYGUARD LTD,INV19189,1,"1,701.70",OPERATIONAL EQUIP-PURCHASE,20/08/2015,"1,701.70",Fire Safety Regulation,Fire & Rescue
140815H,PHOENIX SOFTWARE LTD==========,OP/I759313,1,"1,392.96",MAINTENANCE & SUPPORT,20/08/2015,"1,392.96",Information and Communication Technology,ICT
100815M,PULLMAN MOTORS================,PULL 304,1,300,OPERATIONAL EQUIP-PURCHASE,20/08/2015,300,Procurement,Vehicle Management
070815M,HUNTER LODGE==================,S-016271,1,"8,494.00",ADVERTISING,20/08/2015,"8,494.00",National Operational Guidance Project,Facilities & Management S
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,1,465.16,FUEL,21/08/2015,"17,186.14",Procurement,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,2,462.92,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,3,404.14,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,4,401.65,FUEL,21/08/2015,,Operations Non Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,5,389.89,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,6,381.83,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,7,323.16,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,8,315.52,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,9,312.9,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,10,306.46,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,11,305.25,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,12,301.26,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,13,294.61,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,14,290.52,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,15,288.99,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,16,287.7,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,17,285.25,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,18,280.85,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,19,277.6,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,20,267.5,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,21,262.21,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,22,257.74,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,23,253.15,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,24,251.48,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,25,246.62,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,26,241.56,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,27,239.68,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,28,239.03,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,29,234.47,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,30,233.75,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,31,233.09,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,32,225.09,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,33,215.52,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,34,213.76,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,35,208.18,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,36,207.27,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,37,189.66,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,38,185.67,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,39,181.89,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,40,180.04,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,41,179.98,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,42,177.58,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,43,176.56,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,44,175.84,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,45,174.92,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,46,173.26,FUEL,21/08/2015,,Fire Safety Regulation,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,47,164.91,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,48,156.86,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,49,155.19,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,50,155.13,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,51,149.94,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,52,147.74,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,53,141.26,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,54,133.54,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,55,130.73,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,56,123.18,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,57,121.54,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,58,116.69,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,59,116.3,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,60,115.27,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,61,112.62,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,62,111.67,FUEL,21/08/2015,,Operations Non Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,63,109.51,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,64,104.71,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,65,101.82,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,66,100.78,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,67,98.63,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,68,97.74,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,69,97.54,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,70,95.27,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,71,92.63,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,72,90.57,FUEL,21/08/2015,,Information and Communication Technology,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,73,86.77,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,74,85.01,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,75,84.45,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,76,83.38,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,77,81.8,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,78,80.49,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,79,77.67,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,80,76.85,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,81,75.31,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,82,75.23,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,83,67.56,FUEL,21/08/2015,,Operations Non Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,84,67.31,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,85,66.23,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,86,65.28,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,87,62.33,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,88,54.71,FUEL,21/08/2015,,LIFE - LFB Funded,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,89,52.67,FUEL,21/08/2015,,Command Units,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,90,52.5,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,91,52.34,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,92,52.33,FUEL,21/08/2015,,Operational Resilience,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,93,47.68,FUEL,21/08/2015,,Operations Fire Stations,Vehicle Management
800064718,ALLSTAR BUSINESS SOLUTIONS LTD,E2005162840,94,47.43,FUEL,21/08/2015,,Operational Procedures,Vehicle Management
